"Timestamp","Passo","Prompt ID","Severidade","Linha (Config extra)","Parâmetro","Funcionalidade","Problema","Sugestão","pipeline_name","action","var","result","details","pipeline_name"
"08/03/2026 20:06:09","0","PIPELINE_MAKER","ALERTA","","OPENAI_API_KEY","Comunicacao com a API e validacao tecnica do pedido.
ACAO EM CURSO: Leitura de configuracao e metadados do passo | Validacao de disponibilidade da chave API em Config","Config!B1 contém API key literal, mas OPENAI_API_KEY do ambiente foi priorizada. Recomenda-se remover a key literal da folha Config.","Sem ação imediata; recomendado migrar para variável de ambiente.","","","","","",""
"08/03/2026 20:06:09","0","PIPELINE_MAKER","INFO","","PIPELINE","Controlo do fluxo e dos limites de execucao da pipeline.
ACAO EM CURSO: Validacao de transicao de Next PROMPT | Aplicacao de limites de execucao da pipeline | Controlo de transicao/limites da pipeline | contexto: inputFolder=[C:\Users\pnico\OneDrive - Universidade de Lisboa\Investigação - TÉCNICA IA\PIPELINE_MAKER]","Inicio pipeline. startId=[PIPELINE_MAKER/01/WF_PROMPT_AUDIT/v1.3] maxSteps=10 maxRep=3 inputFolder=[C:\Users\pnico\OneDrive - Universidade de Lisboa\Investigação - TÉCNICA IA\PIPELINE_MAKER]","OK","","","","","",""
"08/03/2026 20:06:09","1","PIPELINE_MAKER/01/WF_PROMPT_AUDIT/v1.3","INFO","","STEP_STAGE","Controlo do fluxo e dos limites de execucao da pipeline.
ACAO EM CURSO: Atualizacao do stage de execucao | contexto: stage=enter_step","stage=enter_step | row=1/1","Use o ultimo stage para localizar o ponto em que a execucao parou antes do Seguimento.","","","","","",""
"08/03/2026 20:06:09","1","PIPELINE_MAKER/01/WF_PROMPT_AUDIT/v1.3","INFO","","STEP_STAGE","Controlo do fluxo e dos limites de execucao da pipeline.
ACAO EM CURSO: Atualizacao do stage de execucao | contexto: stage=before_context_inject","stage=before_context_inject","Use o ultimo stage para localizar o ponto em que a execucao parou antes do Seguimento.","","","","","",""
"08/03/2026 20:06:09","1","PIPELINE_MAKER/01/WF_PROMPT_AUDIT/v1.3","INFO","","STEP_STAGE","Controlo do fluxo e dos limites de execucao da pipeline.
ACAO EM CURSO: Atualizacao do stage de execucao | contexto: stage=catalog_loaded | prompt=9553","stage=catalog_loaded | lenPrompt=9553","Use o ultimo stage para localizar o ponto em que a execucao parou antes do Seguimento.","","","","","",""
"08/03/2026 20:06:09","1","PIPELINE_MAKER/01/WF_PROMPT_AUDIT/v1.3","INFO","","STEP_STAGE","Controlo do fluxo e dos limites de execucao da pipeline.
ACAO EM CURSO: Atualizacao do stage de execucao | contexto: stage=after_context_inject","stage=after_context_inject | injectOk=SIM","Use o ultimo stage para localizar o ponto em que a execucao parou antes do Seguimento.","","","","","",""
"08/03/2026 20:06:09","1","PIPELINE_MAKER/01/WF_PROMPT_AUDIT/v1.3","INFO","","STEP_STAGE","Controlo do fluxo e dos limites de execucao da pipeline.
ACAO EM CURSO: Atualizacao do stage de execucao | contexto: stage=before_inputs_attach","stage=before_inputs_attach","Use o ultimo stage para localizar o ponto em que a execucao parou antes do Seguimento.","","","","","",""
"08/03/2026 20:06:09","1","PIPELINE_MAKER/01/WF_PROMPT_AUDIT/v1.3","INFO","","STEP_STAGE","Controlo do fluxo e dos limites de execucao da pipeline.
ACAO EM CURSO: Atualizacao do stage de execucao | contexto: stage=after_inputs_attach | prompt=9553","stage=after_inputs_attach | lenPrompt=9553","Use o ultimo stage para localizar o ponto em que a execucao parou antes do Seguimento.","","","","","",""
"08/03/2026 20:06:09","1","PIPELINE_MAKER/01/WF_PROMPT_AUDIT/v1.3","INFO","","STEP_STAGE","Controlo do fluxo e dos limites de execucao da pipeline.
ACAO EM CURSO: Atualizacao do stage de execucao | contexto: stage=config_parse_start","stage=config_parse_start | lenConfigExtra=262","Use o ultimo stage para localizar o ponto em que a execucao parou antes do Seguimento.","","","","","",""
"08/03/2026 20:06:09","1","PIPELINE_MAKER/01/WF_PROMPT_AUDIT/v1.3","INFO","","STEP_STAGE","Controlo do fluxo e dos limites de execucao da pipeline.
ACAO EM CURSO: Atualizacao do stage de execucao | contexto: stage=config_parsed","stage=config_parsed | lenAudit=288|lenInputJson=0","Use o ultimo stage para localizar o ponto em que a execucao parou antes do Seguimento.","","","","","",""
"08/03/2026 20:06:09","1","PIPELINE_MAKER/01/WF_PROMPT_AUDIT/v1.3","INFO","","STEP_STAGE","Controlo do fluxo e dos limites de execucao da pipeline.
ACAO EM CURSO: Atualizacao do stage de execucao | contexto: stage=files_prepare_skip","stage=files_prepare_skip | temFiles=NAO","Use o ultimo stage para localizar o ponto em que a execucao parou antes do Seguimento.","","","","","",""
"08/03/2026 20:06:09","1","PIPELINE_MAKER/01/WF_PROMPT_AUDIT/v1.3","INFO","","REQ_INPUT_JSON","Comunicacao com a API e validacao tecnica do pedido.
ACAO EM CURSO: Montagem do bloco input do request | Validacao de anexos (input_file/input_image/text_embed) | contexto: file=NAO","len=0 | has_input_file=NAO | has_input_image=NAO | has_text_embed=NAO | preview=","Input final construído; este retrato confirma se anexos seguiram como file/image e/ou text_embed. Se esperava text_embed, validar has_text_embed=SIM e blocos BEGIN/END FILE no payload dump.","","","","","",""
"08/03/2026 20:06:09","1","PIPELINE_MAKER/01/WF_PROMPT_AUDIT/v1.3","INFO","","STEP_STAGE","Controlo do fluxo e dos limites de execucao da pipeline.
ACAO EM CURSO: Atualizacao do stage de execucao | Preparacao da chamada /v1/responses | contexto: stage=before_api","stage=before_api | lenInputJsonFinal=0","Use o ultimo stage para localizar o ponto em que a execucao parou antes do Seguimento.","","","","","",""
"08/03/2026 20:06:09","1","PIPELINE_MAKER/01/WF_PROMPT_AUDIT/v1.3","INFO","","STEP_STAGE","Controlo do fluxo e dos limites de execucao da pipeline.
ACAO EM CURSO: Atualizacao do stage de execucao | Disparo do pedido HTTP para a API | contexto: stage=api_call_start","stage=api_call_start | model=gpt-5.2","Use o ultimo stage para localizar o ponto em que a execucao parou antes do Seguimento.","","","","","",""
"08/03/2026 20:06:09","0","PIPELINE_MAKER/01/WF_PROMPT_AUDIT/v1.3","INFO","","M05_CI_INTENT_EVAL","Download, validacao e contrato dos ficheiros finais gerados pelo Code Interpreter.
ACAO EM CURSO: Avaliacao da intencao explicita de Code Interpreter | Gate da auto-injecao da tool code_interpreter | Inspecao de artefactos de output no container do Code Interpreter | contexto: file=NAO | resolved=SIM","ci_in_extra=NAO | ci_intent_resolved=SIM | ci_explicit_intent=SIM | modos_ci=SIM | has_input_file=NAO | has_input_image=NAO","Diagnostico de origem da intencao de CI (extraFragment vs modo efetivo resolvido no orquestrador).","","","","","",""
"08/03/2026 20:06:09","0","PIPELINE_MAKER/01/WF_PROMPT_AUDIT/v1.3","INFO","","M05_UTF8_ROUNDTRIP","Comunicacao com a API e validacao tecnica do pedido.
ACAO EM CURSO: Montagem e validacao tecnica do payload | Execucao/monitorizacao da chamada HTTP | contexto: payload_len=10094","roundtrip UTF-8 OK | payload_len=10094","Gate de codificacao concluido antes do envio HTTP.","","","","","",""
"08/03/2026 20:06:09","0","PIPELINE_MAKER/01/WF_PROMPT_AUDIT/v1.3","INFO","","M05_PAYLOAD_DUMP","Comunicacao com a API e validacao tecnica do pedido.
ACAO EM CURSO: Montagem e validacao tecnica do payload | Execucao/monitorizacao da chamada HTTP","Payload final gravado em C:\Temp\payload.json | len=10094","Use este ficheiro para validar text.format.schema e outros fragmentos antes de novo envio.","","","","","",""
"08/03/2026 20:06:09","0","PIPELINE_MAKER/01/WF_PROMPT_AUDIT/v1.3","INFO","","M05_PAYLOAD_CHECK","Comunicacao com a API e validacao tecnica do pedido.
ACAO EM CURSO: Montagem e validacao tecnica do payload | Execucao/monitorizacao da chamada HTTP | Checklist pre-envio do payload (tools/input/tamanho) | Associacao de ficheiro por file_id no payload | contexto: file=NAO | endpoint=https://api.openai.com/v1/responses | prompt=PIPELINE_MAKER/01/WF_PROMPT_AUDIT/v1.3 | pipeline=PIPELINE_MAKER | file_id=NAO | mode=file/code_interpreter | payload_len=10094","FP=pipeline=PIPELINE_MAKER|step=1|prompt=PIPELINE_MAKER/01/WF_PROMPT_AUDIT/v1.3|mode=file/code_interpreter|resp=[pendente]|model=gpt-5.2|ok_http=[pendente]|mode=[pendente] | endpoint=https://api.openai.com/v1/responses | model=gpt-5.2 | input_is_array=NAO | has_input_file=NAO | has_file_data=NAO | has_file_id=NAO | has_input_image=NAO | web_search=OFF | code_interpreter=ADICIONADO_AUTO | payload_len=10094","Pedido preparado e enviado com sucesso técnico; validação de contrato de output será feita após resposta (correlacionar com M10_* do mesmo FP).","","","","","",""
"08/03/2026 20:06:09","0","PIPELINE_MAKER/01/WF_PROMPT_AUDIT/v1.3","INFO","","M05_HTTP_TIMEOUTS","Comunicacao com a API e validacao tecnica do pedido.
ACAO EM CURSO: Montagem e validacao tecnica do payload | Execucao/monitorizacao da chamada HTTP | Calculo e aplicacao de timeouts efetivos | contexto: prompt=PIPELINE_MAKER/01/WF_PROMPT_AUDIT/v1.3 | pipeline=PIPELINE_MAKER | mode=file/code_interpreter","FP=pipeline=PIPELINE_MAKER|step=1|prompt=PIPELINE_MAKER/01/WF_PROMPT_AUDIT/v1.3|mode=file/code_interpreter|resp=[pendente]|model=gpt-5.2|ok_http=[pendente]|mode=[pendente] | resolve_ms=15000 | connect_ms=15000 | send_ms=480000 | receive_ms=360000","Time-outs aplicados nesta execucao; util para distinguir lentidao de erro logico. Se houver timeout, aumentar HTTP_TIMEOUT_RECEIVE_MS e repetir 1 vez.","","","","","",""
"08/03/2026 20:07:32","0","PIPELINE_MAKER/01/WF_PROMPT_AUDIT/v1.3","INFO","","M05_HTTP_RESULT","Comunicacao com a API e validacao tecnica do pedido.
ACAO EM CURSO: Montagem e validacao tecnica do payload | Execucao/monitorizacao da chamada HTTP | Correlacao de status HTTP com acao de recuperacao | contexto: prompt=PIPELINE_MAKER/01/WF_PROMPT_AUDIT/v1.3 | pipeline=PIPELINE_MAKER | status=200 | http_status=200 | mode=file/code_interpreter","FP=pipeline=PIPELINE_MAKER|step=1|prompt=PIPELINE_MAKER/01/WF_PROMPT_AUDIT/v1.3|mode=file/code_interpreter|resp=resp_087c4c05dd3d3c6f0069add6b38aa881a3b1c256fc771a557d|model=gpt-5.2|ok_http=SIM|mode=[pendente] | http_status=200","Transporte HTTP concluido com sucesso (2xx). O contrato funcional de output deve ser confirmado pelos eventos M10.","","","","","",""
"08/03/2026 20:07:32","1","PIPELINE_MAKER/01/WF_PROMPT_AUDIT/v1.3","INFO","","M10_CI_TEXT_FILENAME_HINTS","Download, validacao e contrato dos ficheiros finais gerados pelo Code Interpreter.
ACAO EM CURSO: Inspecao de artefactos de output no container do Code Interpreter | Selecao e download do artefacto final | Persistencia local e validacao do ficheiro descarregado | Inferencia de candidato por pistas textuais de filename | Inspecao de artefactos de output no container do Code Interpreter","output_text sugeriu 2 nome(s): PROMPTS_PIPELINER_20260308_v1.txt | PROMPTS_PIPELINER_20260308_v1_RELATORIO.docx","Usado como filtro preferencial quando houver fallback por listagem de container.","","","","","",""
"08/03/2026 20:07:32","1","PIPELINE_MAKER/01/WF_PROMPT_AUDIT/v1.3","INFO","","M10_CI_PROOF_SUMMARY","Download, validacao e contrato dos ficheiros finais gerados pelo Code Interpreter.
ACAO EM CURSO: Inspecao de artefactos de output no container do Code Interpreter","csv_exists=[n/d] | word_exists=[n/d] | mnt_data_list_count=0 | chosen_output=[pendente]","Prova minima recomendada: CSV_EXISTE_EM_MNT_DATA, FILE_CSV e MNT_DATA_LIST no output textual final.","","","","","",""
"08/03/2026 20:07:32","1","PIPELINE_MAKER/01/WF_PROMPT_AUDIT/v1.3","INFO","","M10_CI_NO_CITATION","Download, validacao e contrato dos ficheiros finais gerados pelo Code Interpreter.
ACAO EM CURSO: Inspecao de artefactos de output no container do Code Interpreter | Selecao e download do artefacto final | Persistencia local e validacao do ficheiro descarregado | Fallback para resolucao sem citation via contrato textual | Inspecao de artefactos de output no container do Code Interpreter | contexto: prompt=PIPELINE_MAKER/01/WF_PROMPT_AUDIT/v1.3 | pipeline=PIPELINE_MAKER | mode=file/code_interpreter","FP=pipeline=PIPELINE_MAKER|step=1|prompt=PIPELINE_MAKER/01/WF_PROMPT_AUDIT/v1.3|resp=resp_087c4c05dd3d3c6f0069add6b38aa881a3b1c256fc771a557d|model=[n/d]|ok_http=SIM|mode=file/code_interpreter | Resposta veio sem citacao de ficheiro do container; o sistema tenta recuperacao por listagem.","Reforcar prompt para citar explicitamente o artefacto final.","","","","","",""
"08/03/2026 20:07:34","1","PIPELINE_MAKER/01/WF_PROMPT_AUDIT/v1.3","INFO","","M10_CI_CONTAINER_LIST","Download, validacao e contrato dos ficheiros finais gerados pelo Code Interpreter.
ACAO EM CURSO: Inspecao de artefactos de output no container do Code Interpreter | Selecao e download do artefacto final | Persistencia local e validacao do ficheiro descarregado | Listagem de ficheiros no container para eleicao de candidato | Inspecao de artefactos de output no container do Code Interpreter | Rastreio de container para resolucao de artefactos | contexto: file=PROMPTS_PIPELINER_20260308_v1_RELATORIO.docx | container_id=cntr_69add6b876bc8191be1deae9aa24865e06cd02f5d671d425","container_id=cntr_69add6b876bc8191be1deae9aa24865e06cd02f5d671d425 | total=2 | elegiveis=2 | details=file=PROMPTS_PIPELINER_20260308_v1_RELATORIO.docx,bytes=,created_at= | file=PROMPTS_PIPELINER_20260308_v1.txt,bytes=,created_at=","Elegiveis excluem file-* e privilegiam source=assistant quando disponivel.","","","","","",""
"08/03/2026 20:07:34","1","PIPELINE_MAKER/01/WF_PROMPT_AUDIT/v1.3","INFO","","M10_CI_CONTAINER_SELECT_DIAG","Download, validacao e contrato dos ficheiros finais gerados pelo Code Interpreter.
ACAO EM CURSO: Inspecao de artefactos de output no container do Code Interpreter | Selecao e download do artefacto final | Persistencia local e validacao do ficheiro descarregado | Avaliacao de elegibilidade por ficheiro (motivo SIM/NAO) | Inspecao de artefactos de output no container do Code Interpreter | Rastreio de container para resolucao de artefactos | contexto: file=PROMPTS_PIPELINER_20260308_v1_RELATORIO.docx | container_id=cntr_69add6b876bc8191be1deae9aa24865e06cd02f5d671d425","container_id=cntr_69add6b876bc8191be1deae9aa24865e06cd02f5d671d425 | selecao=file=PROMPTS_PIPELINER_20260308_v1_RELATORIO.docx,source=,bytes=,selected=SIM,motivo=ext_ok:docx | file=PROMPTS_PIPELINER_20260308_v1.txt,source=,bytes=,selected=SIM,motivo=ext_ok:txt","Diagnostico por item (selecionado/motivo), sem depender de bytes para elegibilidade.","","","","","",""
"08/03/2026 20:07:34","1","PIPELINE_MAKER/01/WF_PROMPT_AUDIT/v1.3","ERRO","","M10_CI_AMBIGUOUS_FALLBACK","Download, validacao e contrato dos ficheiros finais gerados pelo Code Interpreter.
ACAO EM CURSO: Inspecao de artefactos de output no container do Code Interpreter | Selecao e download do artefacto final | Persistencia local e validacao do ficheiro descarregado | Resolucao de ambiguidade na selecao do artefacto final | Inspecao de artefactos de output no container do Code Interpreter","Fallback por listagem ficou ambiguo com 2 candidatos elegiveis.","Definir CI_OUTPUT_FILE no output ou reforcar regex forte por prompt/pipeline.","","","","","",""
"08/03/2026 20:07:34","1","PIPELINE_MAKER/01/WF_PROMPT_AUDIT/v1.3","INFO","","CONTRACT_EVAL_START","Monitorizacao tecnica de uma etapa da execucao.
ACAO EM CURSO: Registo tecnico da operacao em curso | contexto: promptId=PIPELINE_MAKER/01/WF_PROMPT_AUDIT/v1.3]","[RunID: 20260308_200734_1403]
[Passo: 1]
[PromptID: PIPELINE_MAKER/01/WF_PROMPT_AUDIT/v1.3]
[Contrato: SEM_CONTRATO]
[Estado: OK]
[Regra: C0_NO_CONTRACT]
[Severidade: INFO]
Validacao de consistencia desativada neste passo.","Se houver intermitencia de ficheiros, considerar ativar diagnostic_contract: ci_csv_v1.
[DetailJsonCompact]
{""contract"":""SEM_CONTRATO""}","","","","","",""
"08/03/2026 20:07:34","1","PIPELINE_MAKER/01/WF_PROMPT_AUDIT/v1.3","INFO","","CONTRACT_STATE_DECISION","Monitorizacao tecnica de uma etapa da execucao.
ACAO EM CURSO: Registo tecnico da operacao em curso | contexto: promptId=PIPELINE_MAKER/01/WF_PROMPT_AUDIT/v1.3]","[RunID: 20260308_200734_1403]
[Passo: 1]
[PromptID: PIPELINE_MAKER/01/WF_PROMPT_AUDIT/v1.3]
[Contrato: SEM_CONTRATO]
[Estado: OK]
[Regra: C0_NO_CONTRACT]
[Severidade: INFO]
Passo sem contrato explicito; execucao segue com observacao diagnostica.","Sem acao obrigatoria. Se houver falhas recorrentes, ativar diagnostic_contract: ci_csv_v1 no passo.
[DetailJsonCompact]
{""contract"":""SEM_CONTRATO""}","","","","","",""
"08/03/2026 20:07:34","1","PIPELINE_MAKER/01/WF_PROMPT_AUDIT/v1.3","INFO","","CONTRACT_NEXT_ACTION","Monitorizacao tecnica de uma etapa da execucao.
ACAO EM CURSO: Controlo de transicao/limites da pipeline | contexto: promptId=PIPELINE_MAKER/01/WF_PROMPT_AUDIT/v1.3]","[RunID: 20260308_200734_1403]
[Passo: 1]
[PromptID: PIPELINE_MAKER/01/WF_PROMPT_AUDIT/v1.3]
[Contrato: SEM_CONTRATO]
[Estado: OK]
[Regra: C0_NO_CONTRACT]
[Severidade: INFO]
Proxima acao recomendada definida.","Sem acao obrigatoria. Se houver falhas recorrentes, ativar diagnostic_contract: ci_csv_v1 no passo.
[DetailJsonCompact]
{""action"":""continue_pipeline""}","","","","","",""
"08/03/2026 20:07:34","1","PIPELINE_MAKER/01/WF_PROMPT_AUDIT/v1.3","INFO","","OUTPUT_EXECUTE_FOUND","Aplicacao do plano de output e validacao dos artefactos guardados no OUTPUT Folder.
ACAO EM CURSO: Execucao da diretiva OUTPUT_EXECUTE | Importacao/validacao de CSV em worksheet dedicada | Validacao de output esperado e artefacto final | contexto: response_id=resp_087c4c05dd3d3c6f0069add6b38aa881a3b1c256fc771a557d","response_id=resp_087c4c05dd3d3c6f0069add6b38aa881a3b1c256fc771a557d | directives=0 | m10_ctx=filesUsed= | filesOps=","","","","","","",""
"08/03/2026 20:07:35","1","PIPELINE_MAKER/01/WF_PROMPT_AUDIT/v1.3","INFO","","STEP_STAGE","Controlo do fluxo e dos limites de execucao da pipeline.
ACAO EM CURSO: Atualizacao do stage de execucao | Fecho tecnico do passo com logging final | contexto: stage=step_completed | response_id=resp_087c4c05dd3d3c6f006","stage=step_completed | http=200 | response_id=resp_087c4c05dd3d3c6f006","Use o ultimo stage para localizar o ponto em que a execucao parou antes do Seguimento.","","","","","",""
"08/03/2026 20:07:35","1","PIPELINE_MAKER/01/WF_PROMPT_AUDIT/v1.3","INFO","","DEBUG_SNAPSHOT","Monitorizacao tecnica de uma etapa da execucao.
ACAO EM CURSO: Registo tecnico da operacao em curso","DEBUG consolidado no catalogo com sucesso para consulta rapida.","Foi atualizado o bloco de Notas para desenvolvimento (linhas 2 e 3 da prompt), substituindo conteudo anterior.","","","","","",""
"08/03/2026 20:07:35","1","PIPELINE_MAKER/01/WF_PROMPT_AUDIT/v1.3","INFO","","CAPTURE_START","","Início da captura (ContextKV). Output chars=64.","","PIPELINE_MAKER","CAPTURE_START","","INFO","Início da captura (ContextKV). Output chars=64.",""
"08/03/2026 20:07:35","1","PIPELINE_MAKER/01/WF_PROMPT_AUDIT/v1.3","INFO","","CAPTURE_MISS","","Sem variaveis capturadas (nenhum rotulo encontrado). Esperados rotulos tipo KEY: valor (ex.: RESULTS_JSON:, TSV_CATALOGO_FINAL_ENC:, NEXT_PROMPT_ID:, MEMORY_SHORT:).","","PIPELINE_MAKER","CAPTURE_MISS","","INFO","Sem variaveis capturadas (nenhum rotulo encontrado). Esperados rotulos tipo KEY: valor (ex.: RESULTS_JSON:, TSV_CATALOGO_FINAL_ENC:, NEXT_PROMPT_ID:, MEMORY_SHORT:).",""
"08/03/2026 20:07:35","0","PIPELINE_MAKER","INFO","","GH_CONFIG","Leitura e validacao das configuracoes necessarias para correr a pipeline.
ACAO EM CURSO: Leitura e validacao de configuracao","Fonte do token GitHub resolvida.","token_source=ENV:GH_TOKEN@USER","","","","","",""
"08/03/2026 20:07:35","0","PIPELINE_MAKER","INFO","","GH_CONFIG","Leitura e validacao das configuracoes necessarias para correr a pipeline.
ACAO EM CURSO: Leitura e validacao de configuracao","Run folder resolvida.","run_folder=2026-03-08 - 2007 - [PIPELINE_MAKER]","","","","","",""
"08/03/2026 20:07:35","0","PIPELINE_MAKER","INFO","","GH_CONFIG","Leitura e validacao das configuracoes necessarias para correr a pipeline.
ACAO EM CURSO: Leitura e validacao de configuracao","Pasta remota final resolvida.","remote_folder=pipeliner_runs/logs/2026-03-08 - 2007 - [PIPELINE_MAKER]","","","","","",""
